0.0,0
0.265625,0
0.265625,1
0.328125,1
0.328125,2
0.390625,2
0.390625,3
0.453125,3
0.453125,4
0.515625,4
0.515625,5
0.578125,5
0.578125,6
0.640625,6
0.640625,7
0.703125,7
0.703125,8
0.765625,8
0.765625,9
0.828125,9
0.828125,10
0.890625,10
0.890625,11
0.953125,11
0.953125,12
1.015625,12
1.015625,13
1.078125,13
1.078125,14
1.140625,14
1.140625,15
1.203125,15
1.203125,16
1.265625,16
1.265625,17
1.328125,17
1.328125,18
1.390625,18
1.390625,19
1.453125,19
1.453125,20
1.515625,20
1.515625,21
1.578125,21
1.578125,22
1.640625,22
1.640625,23
1.703125,23
1.703125,24
1.765625,24
1.765625,25
1.828125,25
1.828125,26
1.890625,26
1.890625,27
1.953125,27
1.953125,28
2.015625,28
2.015625,29
2.078125,29
2.078125,30
2.140625,30
2.140625,31
2.203125,31
2.203125,32
2.265625,32
2.265625,33
2.328125,33
2.328125,34
2.390625,34
2.390625,35
2.453125,35
2.453125,36
2.515625,36
2.515625,37
2.578125,37
2.578125,38
2.640625,38
2.640625,39
2.703125,39
2.703125,40
2.765625,40
2.765625,41
2.828125,41
2.828125,42
2.890625,42
2.890625,43
2.953125,43
2.953125,44
3.015625,44
3.015625,45
3.078125,45
3.078125,46
3.140625,46
3.140625,47
3.203125,47
3.203125,48
3.265625,48
3.265625,49
3.328125,49
3.328125,50
3.390625,50
3.390625,51
3.453125,51
3.453125,52
3.515625,52
3.515625,53
3.578125,53
3.578125,54
3.640625,54
3.640625,55
3.703125,55
3.703125,56
3.765625,56
3.765625,57
3.828125,57
3.828125,58
3.890625,58
3.890625,59
3.953125,59
3.953125,60
4.015625,60
4.015625,61
4.078125,61
4.078125,62
4.140625,62
4.140625,63
4.203125,63
4.203125,64
4.265625,64
4.265625,65
4.328125,65
4.328125,66
4.390625,66
4.390625,67
4.453125,67
4.453125,68
4.515625,68
4.515625,69
4.578125,69
4.578125,70
4.640625,70
4.640625,71
4.703125,71
4.703125,72
4.765625,72
4.765625,73
4.828125,73
4.828125,74
4.890625,74
4.890625,75
4.953125,75
4.953125,76
5.015625,76
5.015625,77
5.078125,77
5.078125,78
5.140625,78
5.140625,79
5.203125,79
5.203125,80
5.265625,80
5.265625,81
5.328125,81
5.328125,82
5.390625,82
5.390625,83
5.453125,83
5.453125,84
5.515625,84
5.515625,85
5.578125,85
5.578125,86
5.640625,86
5.640625,87
5.703125,87
5.703125,88
5.765625,88
5.765625,89
5.828125,89
5.828125,90
5.890625,90
5.890625,91
5.953125,91
5.953125,92
6.015625,92
6.015625,93
6.078125,93
6.078125,94
6.140625,94
6.140625,95
6.203125,95
6.203125,96
6.265625,96
6.265625,97
6.328125,97
6.328125,98
6.390625,98
6.390625,99
6.453125,99
6.453125,100
6.515625,100
6.515625,101
6.578125,101
6.578125,102
6.640625,102
6.640625,103
6.703125,103
6.703125,104
6.765625,104
6.765625,105
6.828125,105
6.828125,106
6.890625,106
6.890625,107
6.953125,107
6.953125,108
7.015625,108
7.015625,109
7.078125,109
7.078125,110
7.140625,110
7.140625,111
7.203125,111
7.203125,112
7.265625,112
7.265625,113
7.328125,113
7.328125,114
7.390625,114
7.390625,115
7.453125,115
7.453125,116
7.515625,116
7.515625,117
7.578125,117
7.578125,118
7.640625,118
7.640625,119
7.703125,119
7.703125,120
7.765625,120
7.765625,121
7.828125,121
7.828125,122
7.890625,122
7.890625,123
7.953125,123
7.953125,124
8.015625,124
8.015625,125
8.078125,125
8.078125,126
8.140625,126
8.140625,127
8.203125,127
8.203125,128
8.265625,128
8.265625,129
8.328125,129
8.328125,130
8.390625,130
8.390625,131
8.453125,131
8.453125,132
8.515625,132
8.515625,133
8.578125,133
8.578125,134
8.640625,134
8.640625,135
8.703125,135
8.703125,136
8.765625,136
8.765625,137
8.828125,137
8.828125,138
8.890625,138
8.890625,139
8.953125,139
8.953125,140
9.015625,140
9.015625,141
9.078125,141
9.078125,142
9.140625,142
9.140625,143
9.203125,143
9.203125,144
9.265625,144
9.265625,145
9.328125,145
9.328125,146
9.390625,146
9.390625,147
9.453125,147
9.453125,148
9.515625,148
9.515625,149
9.578125,149
9.578125,150
9.640625,150
9.640625,151
9.703125,151
9.703125,152
9.765625,152
9.765625,153
9.828125,153
9.828125,154
9.890625,154
9.890625,155
9.953125,155
9.953125,156
10.015625,156
10.015625,157
10.078125,157
10.078125,158
10.140625,158
10.140625,159
10.203125,159
10.203125,160
10.265625,160
10.265625,161
10.328125,161
10.328125,162
10.390625,162
10.390625,163
10.453125,163
10.453125,164
10.515625,164
10.515625,165
10.578125,165
10.578125,166
10.640625,166
10.640625,167
10.703125,167
10.703125,168
10.765625,168
10.765625,169
10.828125,169
10.828125,170
10.890625,170
10.890625,171
10.953125,171
10.953125,172
11.015625,172
11.015625,173
11.078125,173
11.078125,174
11.140625,174
11.140625,175
11.203125,175
11.203125,176
11.265625,176
11.265625,177
11.328125,177
11.328125,178
11.390625,178
11.390625,179
11.453125,179
11.453125,180
11.515625,180
11.515625,181
11.578125,181
11.578125,182
11.640625,182
11.640625,183
11.703125,183
11.703125,184
11.765625,184
11.765625,185
11.828125,185
11.828125,186
11.890625,186
11.890625,187
11.953125,187
11.953125,188
12.015625,188
12.015625,189
12.078125,189
12.078125,190
12.140625,190
12.140625,191
12.203125,191
12.203125,192
12.265625,192
12.265625,193
12.328125,193
12.328125,194
12.390625,194
12.390625,195
12.453125,195
12.453125,196
12.515625,196
12.515625,197
12.578125,197
12.578125,198
12.640625,198
12.640625,199
12.703125,199
