0.0,0
0.328125,0
0.328125,3
0.578125,3
0.578125,2
0.640625,2
0.640625,4
0.703125,4
0.703125,2
1.265625,2
1.265625,3
1.328125,3
1.328125,2
1.578125,2
1.578125,3
1.640625,3
1.640625,2
1.703125,2
1.703125,3
2.203125,3
2.203125,4
2.703125,4
2.703125,5
2.890625,5
2.890625,4
2.953125,4
2.953125,5
3.078125,5
3.078125,4
3.140625,4
3.140625,5
3.578125,5
3.578125,6
3.640625,6
3.640625,5
3.703125,5
3.703125,6
4.078125,6
4.078125,7
4.203125,7
4.203125,6
4.265625,6
4.265625,7
4.640625,7
4.640625,8
5.015625,8
5.015625,7
5.078125,7
5.078125,8
5.390625,8
5.390625,9
5.515625,9
5.515625,8
5.578125,8
5.578125,9
5.890625,9
5.890625,10
5.953125,10
5.953125,9
6.078125,9
6.078125,10
6.203125,10
6.203125,9
6.265625,9
6.265625,10
6.328125,10
6.328125,9
6.390625,9
6.390625,10
6.515625,10
6.515625,11
6.578125,11
6.578125,10
6.640625,10
6.640625,11
6.703125,11
6.703125,10
6.828125,10
6.828125,11
7.390625,11
7.390625,12
7.890625,12
7.890625,13
7.953125,13
7.953125,12
8.015625,12
8.015625,13
8.203125,13
8.203125,12
8.265625,12
8.265625,13
8.328125,13
8.328125,12
8.390625,12
8.390625,13
8.515625,13
8.515625,14
8.578125,14
8.578125,13
8.640625,13
8.640625,14
8.703125,14
8.703125,13
8.828125,13
8.828125,14
9.203125,14
9.203125,15
9.265625,15
9.265625,14
9.328125,14
9.328125,15
9.578125,15
9.578125,14
9.640625,14
9.640625,15
10.015625,15
10.015625,16
10.203125,16
10.203125,15
10.265625,15
10.265625,16
10.328125,16
10.328125,15
10.390625,15
10.390625,16
10.515625,16
10.515625,17
10.578125,17
10.578125,16
10.640625,16
10.640625,17
10.703125,17
10.703125,16
10.828125,16
10.828125,17
11.203125,17
11.203125,18
11.265625,18
11.265625,17
11.328125,17
11.328125,18
11.578125,18
11.578125,17
11.640625,17
11.640625,18
12.015625,18
12.015625,19
12.640625,19
12.640625,20
12.703125,20
12.703125,19
12.828125,19
12.828125,20
12.953125,20
12.953125,19
13.015625,19
13.015625,20
15.0,20
